01-05-04-03,104,1820,0.0571428571428571,a
01-05-04-04,110,1896,0.0580168776371308,a
01-05-04-05,134,2217,0.0604420387911592,a
01-06-05-01,211,2778,0.0759539236861051,a
01-05-04-02,128,1532,0.0835509138381201,a
01-06-14-01,296,615,0.48130081300813,a
01-08-08-01,36,72,0.5,b
01-04-01-01,66878,66878,1,c
01-09-01-01,134445,134445,1,c
01-10-01-01,72999,72999,1,c
01-12-01-01,81609,81609,1,c
01-14-05-01,73278,73278,1,c
02-17-04-01,68900,68900,1,c
02-19-01-01,184130,184130,1,c
02-22-01-01,59415,59415,1,c
02-25-01-01,83127,83127,1,c
01-08-02-01,15963,14765,1.08113782593972,d
02-18-16-02,178,162,1.09876543209877,d
02-18-02-02,661,596,1.10906040268456,d
01-08-04-01,273,238,1.14705882352941,d
01-08-01-01,8901,7296,1.21998355263158,d
02-18-02-03,1868,1471,1.26988443235894,d
01-08-07-01,53220,40669,1.30861344021245,d
02-18-03-03,227,171,1.32748538011696,d
01-03-01-01,12595,8965,1.40490797546012,d
02-18-12-01,3663,2491,1.47049377759936,d
01-08-05-01,2181,1482,1.47165991902834,d
02-23-08-02,78,53,1.47169811320755,d
01-07-05-01,453,307,1.47557003257329,d
01-03-02-01,8597,5712,1.50507703081233,e
02-23-08-01,57,37,1.54054054054054,e
01-08-06-01,1056,671,1.57377049180328,e
02-23-03-01,25929,16455,1.57575205104831,e
01-03-03-01,18967,12018,1.57821600931935,e
01-08-04-02,4230,2676,1.58071748878924,e
01-04-18-01,856,540,1.58518518518519,e
01-04-17-01,2016,1230,1.6390243902439,e
01-04-03-01,624,377,1.6551724137931,e
01-04-15-01,6552,3904,1.67827868852459,e
02-22-07-01,1464,871,1.68082663605052,e
01-08-03-01,2496,1482,1.68421052631579,e
02-23-05-01,981,581,1.68846815834768,e
01-04-16-01,11842,6996,1.69268153230417,e
02-22-05-02,8379,4927,1.70062918611731,e
01-04-04-01,1295,756,1.71296296296296,e
01-13-05-01,18564,10764,1.72463768115942,e
02-23-08-04,114,66,1.72727272727273,e
02-23-08-09,7071,4078,1.73393820500245,e
01-04-05-01,3174,1824,1.74013157894737,e
02-23-01-01,31512,18066,1.7442710063102,e
01-04-02-01,31251,17914,1.74450150720107,e
01-07-03-01,8234,4670,1.76316916488223,e
02-23-02-01,14868,8412,1.76747503566334,e
01-07-01-01,16914,9568,1.76776755852843,e
01-13-04-01,10221,5663,1.80487374183295,e
02-23-08-03,7557,4169,1.81266490765172,e
01-04-18-02,15514,8552,1.81407857811038,e
01-12-07-01,29313,16139,1.81628353677427,e
02-20-02-01,15020,8247,1.82126834000243,e
02-20-04-01,5630,3048,1.84711286089239,e
02-20-01-01,78446,42412,1.84961803263227,e
01-04-06-01,11305,6077,1.86029290768471,e
02-18-10-01,3554,1906,1.86463798530955,e
